GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
B86103,LS8 5DE,03G,Q52,Y54,1974,1092,882
B86104,LS13 2BL,03C,Q52,Y54,4759,2520,2239
B86106,LS14 6GG,02V,Q52,Y54,6494,3231,3263
B86107,LS17 7AN,02V,Q52,Y54,6012,2808,3204
B86108,LS7 4BB,02V,Q52,Y54,4792,2473,2319
B86109,LS6 3DS,03C,Q52,Y54,7973,4307,3666
B86110,LS2 9AE,03C,Q52,Y54,36895,15939,20956
B86623,LS8 5BS,03G,Q52,Y54,3154,1860,1294
B86625,LS22 6JS,02V,Q52,Y54,3697,1800,1897
B86633,LS10 2PT,03G,Q52,Y54,2085,1088,997
B86638,LS9 7RD,03G,Q52,Y54,1724,955,769
B86642,LS10 2PE,03G,Q52,Y54,1497,799,698
B86643,LS8 5AN,03G,Q52,Y54,3404,1966,1438
B86648,LS15 8NN,03G,Q52,Y54,2310,1152,1158
B86651,LS8 4HA,02V,Q52,Y54,1919,1038,881
B86654,LS8 4AA,02V,Q52,Y54,4589,2242,2347
B86655,LS13 4JH,03C,Q52,Y54,1947,1072,875
B86658,LS25 1AN,03G,Q52,Y54,4288,2098,2190
B86666,LS7 3JT,02V,Q52,Y54,4298,2376,1922
B86667,LS11 8PN,03G,Q52,Y54,5061,2532,2529
B86669,LS9 8AA,03G,Q52,Y54,1240,1051,189
B86670,LS14 2EH,03G,Q52,Y54,2025,999,1026
B86672,LS12 5SG,03C,Q52,Y54,5132,2645,2487
B86673,LS23 6RN,02V,Q52,Y54,3654,1878,1776
B86675,LS9 7TA,03G,Q52,Y54,3547,1935,1612
B86678,BD11 1JU,03C,Q52,Y54,2757,1304,1453
B86682,LS10 4HT,03G,Q52,Y54,4779,2274,2505
B87001,WF4 4PA,03R,Q52,Y54,7670,3820,3850
B87002,WF4 5BY,03R,Q52,Y54,11763,5718,6045
B87003,WF7 7HZ,03R,Q52,Y54,9065,4449,4616
B87004,WF1 4PR,03R,Q52,Y54,8704,4564,4140
B87005,WF10 1PH,03R,Q52,Y54,10773,5344,5429
B87006,WF9 3AP,03R,Q52,Y54,9353,4794,4559
B87007,WF8 1NF,03R,Q52,Y54,11440,5712,5728
B87008,WF2 8FE,03R,Q52,Y54,13216,6465,6751
B87009,WF7 5HE,03R,Q52,Y54,6337,3216,3121
B87011,WF8 1SU,03R,Q52,Y54,13115,6501,6614
B87012,WF1 5PN,03R,Q52,Y54,9596,4940,4656
B87013,WF1 2PE,03R,Q52,Y54,13149,6450,6699
B87015,WF8 4PQ,03R,Q52,Y54,8498,4157,4341
B87016,WF9 2RD,03R,Q52,Y54,21745,10797,10948
B87017,WF1 1PG,03R,Q52,Y54,12792,6516,6276
B87018,WF10 4EN,03R,Q52,Y54,10263,5108,5155
B87019,WF3 4HS,03R,Q52,Y54,7536,3781,3755
B87020,WF2 7GP,03R,Q52,Y54,11934,5920,6014
B87021,WF11 0JA,03R,Q52,Y54,13203,6590,6613
B87022,WF2 9PE,03R,Q52,Y54,6117,3072,3045
B87023,WF10 3TG,03R,Q52,Y54,14786,7217,7569
B87025,WF10 1DP,03R,Q52,Y54,5583,2817,2766
B87026,WF9 4DP,03R,Q52,Y54,14802,7445,7357
B87027,WF1 3JQ,03R,Q52,Y54,11774,5859,5915
B87028,WF4 1HJ,03R,Q52,Y54,10230,5087,5143
B87029,WF1 1PG,03R,Q52,Y54,9114,4768,4346
B87030,WF11 8NQ,03R,Q52,Y54,9828,4930,4898
B87031,WF5 8DF,03R,Q52,Y54,11748,5782,5966
B87032,WF7 6JL,03R,Q52,Y54,6632,3238,3394
B87033,WF6 1QD,03R,Q52,Y54,3738,1940,1798
B87036,WF9 3AP,03R,Q52,Y54,3874,1974,1900
B87039,WF6 2AZ,03R,Q52,Y54,13163,6441,6722
B87040,WF5 8DF,03R,Q52,Y54,7993,3943,4050
B87041,WF6 2EP,03R,Q52,Y54,2742,1431,1311
B87042,WF10 2QP,03R,Q52,Y54,5248,2666,2582
B87044,WF2 0DP,03R,Q52,Y54,2765,1412,1353
B87600,WF6 2BU,03R,Q52,Y54,2408,1233,1175
B87602,WF6 2JZ,03R,Q52,Y54,2347,1171,1176
B87604,WF1 4SD,03R,Q52,Y54,2785,1415,1370
C81001,S43 4PL,04J,Q55,Y55,9531,4732,4799
C81002,S21 4BZ,04J,Q55,Y55,8306,4038,4268
C81003,SK22 4BP,04J,Q55,Y55,10830,5442,5388
C81004,DE5 3TH,04R,Q55,Y55,10821,5262,5559
C81005,DE55 1LU,04R,Q55,Y55,16911,8475,8436
C81006,DE1 1TH,04R,Q55,Y55,13274,6744,6530
C81007,DE1 1FW,04R,Q55,Y55,9924,5054,4870
C81008,S45 9NR,03Y,Q55,Y55,8880,4363,4517
C81009,DE1 1PG,04R,Q55,Y55,14276,7760,6516
C81010,NG10 1QQ,03X,Q55,Y55,13413,6732,6681
C81011,S80 4HA,03Y,Q55,Y55,5223,2676,2547
C81012,S40 2AB,04J,Q55,Y55,15679,7824,7855
C81013,DE45 1SP,04J,Q55,Y55,4367,2084,2283
C81014,DE21 6AT,04R,Q55,Y55,11144,5600,5544
C81015,S41 8DU,04J,Q55,Y55,11216,5515,5701
C81016,DE45 1ED,04J,Q55,Y55,6036,2861,3175
C81017,DE7 6AX,04R,Q55,Y55,8278,4102,4176
C81018,DE6 5HY,05D,Q60,Y55,8368,4138,4230
C81019,DE1 1TH,04R,Q55,Y55,8106,4118,3988
C81020,DE11 0HU,04R,Q55,Y55,10574,5246,5328
C81021,DE7 8ES,03X,Q55,Y55,14435,7158,7277
C81022,DE7 5PZ,03X,Q55,Y55,3774,1843,1931
C81023,NG10 1RY,03X,Q55,Y55,9321,4625,4696
C81024,S40 2HP,04J,Q55,Y55,24416,12229,12187
C81025,S18 1PY,04J,Q55,Y55,9685,4691,4994
C81026,NG10 5HZ,03X,Q55,Y55,7163,3620,3543
C81027,DE55 4JJ,04R,Q55,Y55,7209,3604,3605
C81028,DE4 3NL,04J,Q55,Y55,7981,3958,4023
C81029,DE55 5PS,03Y,Q55,Y55,15944,7927,8017
C81030,DE4 2SA,04J,Q55,Y55,7525,3749,3776
C81031,DE75 7DX,04R,Q55,Y55,8700,4281,4419
C81032,DE11 0PP,04R,Q55,Y55,13601,6824,6777
C81033,NG20 8DG,03Y,Q55,Y55,15548,7557,7991
C81034,SK17 6JP,04J,Q55,Y55,9395,4669,4726
C81035,DE23 8AL,04R,Q55,Y55,10761,5347,5414
C81036,DE1 1DZ,04R,Q55,Y55,5076,2679,2397
C81037,DE6 1DR,04R,Q55,Y55,7978,3973,4005
C81038,DE56 0JB,04R,Q55,Y55,12325,6095,6230
C81039,S32 5QH,04J,Q55,Y55,3532,1759,1773
C81040,DE22 2DS,04R,Q55,Y55,5948,2927,3021
C81041,S44 6DF,04J,Q55,Y55,10978,5418,5560
C81042,DE3 0HA,04R,Q55,Y55,11987,5779,6208
C81044,S41 8NA,04J,Q55,Y55,7573,3795,3778
C81045,S40 4AA,04J,Q55,Y55,13920,7009,6911
C81046,DE7 6GR,04R,Q55,Y55,4925,2443,2482
C81047,DE24 0GE,04R,Q55,Y55,10493,5225,5268
C81048,DE56 4GG,04R,Q55,Y55,11039,5430,5609
C81049,DE75 7HA,04R,Q55,Y55,9280,4603,4677
C81050,DE55 2AA,03Y,Q55,Y55,9530,4815,4715
C81051,DE21 6LA,04R,Q55,Y55,25423,12973,12450
C81052,DE75 7AL,04R,Q55,Y55,7398,3764,3634
C81053,DE55 7AH,04R,Q55,Y55,9599,4745,4854
C81054,DE23 3TX,04R,Q55,Y55,17057,8488,8569
C81055,S42 5ND,03Y,Q55,Y55,3749,1887,1862
C81056,S45 9NG,03Y,Q55,Y55,5968,2992,2976
C81057,DE65 6QT,04R,Q55,Y55,8410,4138,4272
C81058,S43 1JG,04J,Q55,Y55,7660,3799,3861
C81059,DE5 3HR,04R,Q55,Y55,5396,2692,2704
