GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
M81090,DY10 4SF,06D,Q53,Y55,3242,1620,1622
M81091,WR9 7BE,05T,Q53,Y55,12056,5879,6177
M81092,B97 4LA,05J,Q53,Y55,5569,2726,2843
M81093,HR2 7XT,05F,Q53,Y55,7883,3907,3976
M81094,WR11 4BS,05T,Q53,Y55,7697,3707,3990
M81600,WR13 5LT,05F,Q53,Y55,3477,1772,1705
M81604,HR1 4PZ,05F,Q53,Y55,4914,2438,2476
M81605,DY9 9TH,05J,Q53,Y55,4276,2096,2180
M81608,DY11 5TH,06D,Q53,Y55,2907,1414,1493
M81616,B97 5JX,05J,Q53,Y55,2612,1381,1231
M81617,B97 5JX,05J,Q53,Y55,4190,2094,2096
M81621,HR8 2AQ,05F,Q53,Y55,4657,2250,2407
M81627,WR11 3HD,05T,Q53,Y55,6114,3113,3001
M81629,WR14 2GP,05T,Q53,Y55,9359,4612,4747
M82001,TF7 5BU,05X,Q60,Y55,2421,1222,1199
M82002,SY3 5LZ,05N,Q60,Y55,10362,5282,5080
M82003,TF3 1FB,05X,Q60,Y55,13385,6659,6726
M82004,WV16 4EN,05N,Q60,Y55,16351,8131,8220
M82005,SY11 2RB,05N,Q60,Y55,9058,4414,4644
M82006,SY1 1PQ,05N,Q60,Y55,10200,5104,5096
M82007,TF2 6AQ,05X,Q60,Y55,11426,5586,5840
M82008,SY6 6BL,05N,Q60,Y55,7472,3658,3814
M82009,TF4 2AA,05X,Q60,Y55,10297,5182,5115
M82010,TF9 3AL,05N,Q60,Y55,17253,8461,8792
M82011,SY4 4JS,05N,Q60,Y55,3711,1829,1882
M82012,TF2 8EA,05X,Q60,Y55,12132,5960,6172
M82013,SY5 9QX,05N,Q60,Y55,3027,1603,1424
M82014,SY8 2AB,05N,Q60,Y55,8089,3910,4179
M82016,SY3 6DU,05N,Q60,Y55,9110,4356,4754
M82017,SY4 5PS,05N,Q60,Y55,4508,2223,2285
M82018,SY3 0PF,05N,Q60,Y55,5953,2889,3064
M82019,TF13 6BL,05N,Q60,Y55,7938,3850,4088
M82020,SY10 8HL,05N,Q60,Y55,3198,1572,1626
M82021,WV7 3DT,05N,Q60,Y55,8379,4051,4328
M82022,SY11 1RD,05N,Q60,Y55,12664,6151,6513
M82023,SY4 2DR,05N,Q60,Y55,6310,3107,3203
M82024,WV16 6SS,05N,Q60,Y55,3189,1551,1638
M82025,SY12 0DB,05N,Q60,Y55,7472,3729,3743
M82026,SY11 1GA,05N,Q60,Y55,12538,6293,6245
M82027,TF7 4DH,05X,Q60,Y55,8307,4151,4156
M82028,TF10 7HG,05X,Q60,Y55,13894,6985,6909
M82029,TF2 6JJ,05X,Q60,Y55,14703,7269,7434
M82030,SY5 0RF,05N,Q60,Y55,7023,3454,3569
M82031,WV16 6HG,05N,Q60,Y55,2888,1448,1440
M82032,SY1 4RQ,05N,Q60,Y55,8471,4264,4207
M82033,SY9 5ER,05N,Q60,Y55,5174,2609,2565
M82034,SY1 1RL,05N,Q60,Y55,7378,3590,3788
M82035,SY4 5AF,05N,Q60,Y55,10476,5179,5297
M82038,TF11 8AJ,05N,Q60,Y55,9777,4855,4922
M82039,TF1 1PZ,05X,Q60,Y55,14482,7404,7078
M82040,SY3 7QR,05N,Q60,Y55,5026,2538,2488
M82041,DY14 8DB,05N,Q60,Y55,6938,3456,3482
M82042,TF7 5NR,05X,Q60,Y55,6656,3348,3308
M82043,SY8 1GT,05N,Q60,Y55,8101,3940,4161
M82044,SY13 1EN,05N,Q60,Y55,5040,2409,2631
M82045,SY13 1QH,05N,Q60,Y55,4564,2308,2256
M82046,SY7 9PY,05N,Q60,Y55,3791,1891,1900
M82047,SY2 6DL,05N,Q60,Y55,6935,3341,3594
M82048,SY2 5LS,05N,Q60,Y55,5151,2576,2575
M82050,SY1 4RQ,05N,Q60,Y55,8030,3958,4072
M82051,TF12 5EL,05N,Q60,Y55,4685,2324,2361
M82054,TF1 5NG,05X,Q60,Y55,3571,1921,1650
M82055,SY13 1RH,05N,Q60,Y55,3972,2007,1965
M82056,TF10 7EN,05X,Q60,Y55,12954,6538,6416
M82057,TF3 2EW,05X,Q60,Y55,3659,1936,1723
M82058,TF9 3NF,05N,Q60,Y55,3578,1811,1767
M82059,TF5 0LW,05X,Q60,Y55,11590,5579,6011
M82060,SY3 7JS,05N,Q60,Y55,7545,3578,3967
M82601,WV15 6NG,05N,Q60,Y55,2304,1140,1164
M82604,SY5 9HT,05N,Q60,Y55,2040,1045,995
M82606,TF8 7DT,05X,Q60,Y55,4251,2136,2115
M82607,TF1 6PP,05X,Q60,Y55,2617,1355,1262
M82612,TF3 2BH,05X,Q60,Y55,2424,1244,1180
M82616,TF7 5BP,05X,Q60,Y55,4993,2458,2535
M82619,TF4 2LL,05X,Q60,Y55,7308,3559,3749
M82620,LD7 1HB,05N,Q60,Y55,3711,1835,1876
M83001,WS15 2FH,04Y,Q60,Y55,11079,5603,5476
M83004,ST3 4DW,05W,Q60,Y55,12088,5867,6221
M83005,ST5 7EB,05G,Q60,Y55,5753,3062,2691
M83006,WS13 6JL,05Q,Q60,Y55,20514,10257,10257
M83007,ST5 0ET,05G,Q60,Y55,6613,3372,3241
M83009,ST19 9ES,05V,Q60,Y55,10076,4964,5112
M83010,DE14 2JA,05D,Q60,Y55,10500,5255,5245
M83011,ST9 0JS,05G,Q60,Y55,7746,3796,3950
M83012,ST13 6JB,05G,Q60,Y55,8173,4051,4122
M83013,DE13 8PD,05D,Q60,Y55,5052,2517,2535
M83014,ST4 5NX,05W,Q60,Y55,9022,4529,4493
M83015,CW3 9NQ,05G,Q60,Y55,6824,3347,3477
M83016,WS6 7AB,04Y,Q60,Y55,5447,2732,2715
M83017,TF9 4LF,05G,Q60,Y55,3973,2010,1963
M83018,WV5 9HA,05Q,Q60,Y55,7569,3691,3878
M83020,ST15 8AP,05V,Q60,Y55,12699,6226,6473
M83021,ST6 5UD,05W,Q60,Y55,10128,5088,5040
M83022,ST18 0SU,05V,Q60,Y55,8336,4163,4173
M83023,ST7 4AY,05G,Q60,Y55,9771,4945,4826
M83024,ST16 1BS,05V,Q60,Y55,6268,3175,3093
M83025,ST5 1JD,05G,Q60,Y55,7026,3593,3433
M83026,DE13 0TE,05D,Q60,Y55,9035,4459,4576
M83027,DE14 3EY,05D,Q60,Y55,11468,5623,5845
M83028,ST4 3AQ,05W,Q60,Y55,7367,3659,3708
M83030,WS13 7FA,05Q,Q60,Y55,11753,5772,5981
M83031,WV8 1HD,05Q,Q60,Y55,6917,3345,3572
M83032,B79 8BH,05Q,Q60,Y55,13294,6591,6703
M83033,WS12 4DH,04Y,Q60,Y55,2463,1283,1180
M83034,ST5 6PS,05G,Q60,Y55,12143,5958,6185
M83035,DE13 7AS,05D,Q60,Y55,5637,2771,2866
M83036,ST17 9LY,05V,Q60,Y55,10328,5053,5275
M83037,DE13 9NA,05D,Q60,Y55,6915,3416,3499
M83038,ST6 8HY,05W,Q60,Y55,10592,5132,5460
M83041,DY7 6HL,05Q,Q60,Y55,5368,2604,2764
M83042,DE15 9AW,05D,Q60,Y55,9848,4773,5075
M83043,B77 2ED,05Q,Q60,Y55,1811,947,864
M83044,ST16 3AT,05V,Q60,Y55,9398,4771,4627
M83045,ST19 5AP,05V,Q60,Y55,10057,5011,5046
M83046,ST8 6AG,05G,Q60,Y55,9994,4896,5098
M83047,ST3 7TW,05W,Q60,Y55,4775,2419,2356
M83048,WS6 7AE,04Y,Q60,Y55,6003,2976,3027
M83049,ST16 1JG,05V,Q60,Y55,10676,5316,5360
M83050,ST17 4BS,05V,Q60,Y55,10607,5349,5258
M83051,DE14 1SL,05D,Q60,Y55,10209,5078,5131
M83052,ST17 0EG,05V,Q60,Y55,18672,10103,8569
M83054,ST7 8EW,05G,Q60,Y55,9575,4764,4811
M83056,ST5 8BN,05G,Q60,Y55,11031,5426,5605
M83057,ST16 2AG,05V,Q60,Y55,10128,4970,5158
M83059,WS15 3BT,05D,Q60,Y55,3932,1886,2046
M83061,ST2 7BW,05W,Q60,Y55,8022,3930,4092
M83062,B79 7JN,05Q,Q60,Y55,13293,6554,6739
M83063,WS11 9SE,04Y,Q60,Y55,3246,1618,1628
M83064,B77 5BD,05Q,Q60,Y55,7687,3897,3790
M83065,DE13 8LT,05D,Q60,Y55,6728,3281,3447
M83066,ST4 6AT,05W,Q60,Y55,6579,3204,3375
M83067,ST5 3TF,05G,Q60,Y55,6084,3110,2974
M83068,ST3 4LR,05W,Q60,Y55,11356,5636,5720
M83069,ST15 8YE,05V,Q60,Y55,13307,6542,6765
M83070,ST20 0GP,05V,Q60,Y55,8003,4065,3938
M83071,ST13 6QR,05G,Q60,Y55,12075,6027,6048
M83072,WS7 1AQ,05Q,Q60,Y55,11765,5973,5792
M83073,DE15 9QD,05D,Q60,Y55,9764,4935,4829
M83074,ST14 8JG,05D,Q60,Y55,13669,6956,6713
M83075,ST1 4PB,05W,Q60,Y55,7821,4299,3522
M83076,ST1 3RX,05W,Q60,Y55,9611,5342,4269
M83078,WS13 6JL,05Q,Q60,Y55,8413,4055,4358
M83079,ST13 6LU,05G,Q60,Y55,8880,4320,4560
M83080,WS6 6EW,04Y,Q60,Y55,1991,976,1015
M83082,ST6 5BE,05W,Q60,Y55,11468,5658,5810
M83084,ST7 4AY,05G,Q60,Y55,7015,3463,3552
M83088,B79 7EA,05Q,Q60,Y55,15136,7505,7631
M83089,ST8 6AG,05G,Q60,Y55,10689,5308,5381
M83090,ST3 4LL,05W,Q60,Y55,3579,1877,1702
M83092,ST21 6BW,05V,Q60,Y55,7336,3669,3667
M83093,WV5 8DX,05Q,Q60,Y55,6256,3061,3195
M83094,ST6 7NN,05W,Q60,Y55,14222,6960,7262
M83096,ST10 1BH,05G,Q60,Y55,6367,3264,3103
M83097,WV8 1DX,05Q,Q60,Y55,7578,3648,3930
M83100,ST3 6AB,05W,Q60,Y55,3894,1933,1961
M83102,ST2 0JG,05W,Q60,Y55,4407,2184,2223
M83103,ST10 1HJ,05G,Q60,Y55,4133,2056,2077
M83107,WS11 1QD,04Y,Q60,Y55,3432,1736,1696
M83108,ST10 1EY,05G,Q60,Y55,7480,3719,3761
M83109,WS12 4DJ,04Y,Q60,Y55,2473,1244,1229
M83110,B77 2ED,05Q,Q60,Y55,2190,1131,1059
M83111,B79 7BH,05Q,Q60,Y55,1563,849,714
M83113,B77 4JA,05Q,Q60,Y55,2012,979,1033
M83115,WS7 2EY,05Q,Q60,Y55,1855,907,948
M83117,B79 7EA,05Q,Q60,Y55,4469,2196,2273
M83121,ST10 4EG,05G,Q60,Y55,6124,3059,3065
M83122,ST10 3HY,05G,Q60,Y55,3282,1700,1582
M83123,ST1 6RS,05W,Q60,Y55,6524,3327,3197
M83125,WV5 7BY,05Q,Q60,Y55,4360,2167,2193
M83126,ST3 2EJ,05W,Q60,Y55,6213,3033,3180
M83127,ST6 2JN,05W,Q60,Y55,4478,2244,2234
M83128,ST3 1LG,05W,Q60,Y55,4622,2295,2327
M83129,WS12 3TG,04Y,Q60,Y55,10302,5148,5154
M83130,WS11 5XY,04Y,Q60,Y55,4066,2079,1987
M83132,WV6 7PD,05Q,Q60,Y55,5943,2952,2991
M83133,ST3 4JD,05W,Q60,Y55,2312,1255,1057
M83134,ST4 4BX,05W,Q60,Y55,3611,1880,1731
M83138,ST4 8EX,05W,Q60,Y55,5049,2500,2549
M83139,WS11 6DE,04Y,Q60,Y55,5034,2493,2541
M83140,ST5 2UE,05G,Q60,Y55,3995,1954,2041
M83141,ST5 3HP,05G,Q60,Y55,8363,4054,4309
M83143,ST6 5QJ,05W,Q60,Y55,4266,2138,2128
M83146,ST1 3NJ,05W,Q60,Y55,8009,3891,4118
M83148,B79 7DJ,05Q,Q60,Y55,13741,6700,7041
M83601,ST4 8LT,05W,Q60,Y55,3758,1832,1926
M83608,WS6 6EW,04Y,Q60,Y55,3607,1815,1792
M83613,WS6 6EW,04Y,Q60,Y55,1989,1011,978
M83616,WS11 5XY,04Y,Q60,Y55,8304,4209,4095
M83617,WS13 7HT,05Q,Q60,Y55,9545,4779,4766
M83619,ST4 7JB,05W,Q60,Y55,1850,927,923
M83623,ST1 4PB,05W,Q60,Y55,4531,2581,1950
M83624,ST2 9AJ,05W,Q60,Y55,2606,1367,1239
M83625,ST2 8DH,05W,Q60,Y55,6689,3450,3239
M83627,ST6 2JN,05W,Q60,Y55,5574,2988,2586
M83629,ST3 1EQ,05W,Q60,Y55,3208,1629,1579
M83631,ST3 1EQ,05W,Q60,Y55,2960,1522,1438
M83632,ST11 9HQ,05W,Q60,Y55,4103,2033,2070
M83637,WS11 5JT,04Y,Q60,Y55,4052,2010,2042
M83638,WS11 1DJ,04Y,Q60,Y55,13852,6672,7180
M83639,WS12 4DJ,04Y,Q60,Y55,3122,1637,1485
M83640,ST10 4AP,05G,Q60,Y55,2416,1268,1148
M83641,ST14 5JX,05D,Q60,Y55,1962,989,973
M83650,ST6 6BE,05W,Q60,Y55,2272,1178,1094
M83661,ST3 5DQ,05W,Q60,Y55,1854,966,888
M83662,WS11 1AB,04Y,Q60,Y55,2293,1116,1177
M83665,ST7 1NY,05G,Q60,Y55,4380,2212,2168
M83668,WV6 7QL,05Q,Q60,Y55,3591,1738,1853
M83669,ST6 6BE,05W,Q60,Y55,3989,2013,1976
M83670,ST5 5BG,05G,Q60,Y55,6344,3059,3285
M83678,ST4 8EX,05W,Q60,Y55,2148,1093,1055
M83680,ST14 7FN,05D,Q60,Y55,5400,2560,2840
M83681,DE14 3LS,05D,Q60,Y55,7719,4206,3513
M83682,ST6 2AB,05W,Q60,Y55,6003,3276,2727
M83691,CW3 9BL,05G,Q60,Y55,1841,954,887
M83692,WS7 0EW,05Q,Q60,Y55,6280,3146,3134
M83693,B77 3BZ,05Q,Q60,Y55,6197,3090,3107
M83695,ST3 6AB,05W,Q60,Y55,1167,666,501
M83697,ST5 9GA,05G,Q60,Y55,2130,1057,1073
M83698,WS6 6JZ,04Y,Q60,Y55,2991,1476,1515
M83700,ST1 4PB,05W,Q60,Y55,3349,1854,1495
M83701,ST7 1QQ,05G,Q60,Y55,3692,1842,1850
M83703,WS15 1DU,04Y,Q60,Y55,4115,2009,2106
M83705,B77 4JA,05Q,Q60,Y55,1926,1003,923
M83706,B77 4JA,05Q,Q60,Y55,2086,1064,1022
M83708,ST3 6AB,05W,Q60,Y55,1402,735,667
M83709,ST9 9PB,05W,Q60,Y55,5356,2650,2706
M83711,ST4 8XP,05W,Q60,Y55,3400,1631,1769
M83712,ST3 4JD,05W,Q60,Y55,2738,1480,1258
M83713,ST3 6AB,05W,Q60,Y55,4928,2496,2432
M83714,ST4 7JB,05W,Q60,Y55,1343,709,634
M83715,WV10 7BS,05Q,Q60,Y55,4647,2302,2345
M83717,WS11 9SE,04Y,Q60,Y55,3055,1516,1539
M83718,DE14 3RH,05D,Q60,Y55,3304,1663,1641
M83719,WS12 1JF,04Y,Q60,Y55,4276,2144,2132
M83722,WS12 4DH,04Y,Q60,Y55,3620,1821,1799
M83723,ST5 7JS,05G,Q60,Y55,2902,1365,1537
M83725,ST3 3BS,05W,Q60,Y55,3130,1598,1532
M83726,DE14 3AG,05D,Q60,Y55,4004,2042,1962
M83727,WS11 9SE,04Y,Q60,Y55,4147,2099,2048
M83733,B77 5LB,05Q,Q60,Y55,2422,1275,1147
M83738,WS15 2AB,04Y,Q60,Y55,5002,2407,2595
M83739,ST7 4SS,05W,Q60,Y55,3513,1732,1781
M84001,CV11 5TW,05H,Q53,Y55,15292,7492,7800
M84002,B80 7QU,05R,Q53,Y55,6288,3172,3116
M84003,CV10 8LW,05H,Q53,Y55,9589,4755,4834
M84004,CV21 3AQ,05A,Q53,Y55,13843,7053,6790
M84005,CV10 0JH,05H,Q53,Y55,2359,1234,1125
M84006,B78 2NR,05H,Q53,Y55,10520,5243,5277
M84007,B78 1QA,05H,Q53,Y55,11891,5893,5998
M84008,CV7 8FD,05H,Q53,Y55,10170,5048,5122
M84009,CV47 2YG,05R,Q53,Y55,5450,2725,2725
M84010,CV34 5GJ,05R,Q53,Y55,8964,4580,4384
M84011,CV12 8NQ,05H,Q53,Y55,13512,6659,6853
M84012,CV6 2FL,05A,Q53,Y55,12426,6151,6275
M84013,CV8 1JP,05R,Q53,Y55,12288,6039,6249
M84014,CV37 6HE,05R,Q53,Y55,9742,4826,4916
M84015,CV31 1SA,05R,Q53,Y55,10839,5440,5399
M84016,CV8 3HG,05A,Q53,Y55,4254,2156,2098
M84017,CV32 5SS,05R,Q53,Y55,13000,6384,6616
M84018,B50 4LX,05R,Q53,Y55,10949,5456,5493
M84019,CV9 1EU,05H,Q53,Y55,15127,7502,7625
M84020,CV21 3QF,05A,Q53,Y55,13278,6778,6500
M84021,CV37 6PP,05R,Q53,Y55,13192,6433,6759
M84022,CV11 5HX,05H,Q53,Y55,9199,4553,4646
M84023,CV21 3SP,05A,Q53,Y55,20043,10417,9626
M84024,B95 5DD,05R,Q53,Y55,6833,3359,3474
M84025,CV36 4BQ,05R,Q53,Y55,11342,5561,5781
M84026,CV47 1NY,05R,Q53,Y55,8158,4072,4086
M84027,CV12 8AB,05H,Q53,Y55,2492,1345,1147
M84028,CV34 4UN,05R,Q53,Y55,13833,6835,6998
M84029,CV32 7AT,05R,Q53,Y55,7048,3524,3524
M84030,CV35 9NF,05R,Q53,Y55,10833,5338,5495
M84031,CV23 0LU,05A,Q53,Y55,5729,2819,2910
M84032,CV31 2BB,05R,Q53,Y55,11613,6210,5403
M84034,CV11 4SB,05H,Q53,Y55,1930,981,949
M84035,CV21 2DN,05A,Q53,Y55,10628,5311,5317
M84036,CV8 1JD,05R,Q53,Y55,13392,6640,6752
M84037,CV11 6AB,05H,Q53,Y55,10360,5104,5256
M84038,CV34 4JP,05R,Q53,Y55,4585,2312,2273
M84040,CV32 4RA,05R,Q53,Y55,9719,4981,4738
M84041,CV11 5QT,05H,Q53,Y55,4455,2330,2125
M84042,B46 3LD,05H,Q53,Y55,9695,4808,4887
M84043,CV37 6NQ,05R,Q53,Y55,16713,8322,8391
M84044,CV33 9HR,05R,Q53,Y55,5821,2904,2917
M84045,CV12 8NQ,05H,Q53,Y55,6271,3137,3134
M84046,CV22 6AP,05A,Q53,Y55,7606,3765,3841
M84047,B94 5DY,05R,Q53,Y55,4283,2148,2135
M84048,B46 1TH,05H,Q53,Y55,3960,1948,2012
M84049,B49 6QR,05R,Q53,Y55,5263,2563,2700
M84050,CV21 3HX,05A,Q53,Y55,6484,3168,3316
M84051,CV11 5PQ,05H,Q53,Y55,10973,5406,5567
M84055,CV10 8EJ,05H,Q53,Y55,2590,1352,1238
M84057,CV11 4UZ,05H,Q53,Y55,2758,1446,1312
M84059,CV31 1NE,05R,Q53,Y55,3706,2019,1687
M84060,B49 6QR,05R,Q53,Y55,4982,2477,2505
M84061,CV12 9JB,05H,Q53,Y55,5432,2656,2776
M84062,CV35 0LP,05R,Q53,Y55,4692,2387,2305
M84063,CV34 6JY,05R,Q53,Y55,6480,3199,3281
M84064,CV31 2LT,05R,Q53,Y55,5600,2787,2813
M84065,CV21 3HX,05A,Q53,Y55,3775,2127,1648
M84066,CV37 8TA,05R,Q53,Y55,3568,1768,1800
M84067,CV21 2DN,05A,Q53,Y55,7688,3756,3932
M84068,CV21 2SN,05A,Q53,Y55,6819,3385,3434
M84069,CV35 8SA,05R,Q53,Y55,4176,2139,2037
M84070,CV34 6DZ,05R,Q53,Y55,6738,3415,3323
M84603,CV31 2ES,05R,Q53,Y55,4295,2491,1804
M84608,B80 7HJ,05R,Q53,Y55,1953,894,1059
M84609,CV12 0AJ,05H,Q53,Y55,3178,1589,1589
M84612,CV9 1DB,05H,Q53,Y55,2881,1506,1375
M84615,CV10 0PB,05H,Q53,Y55,5527,2800,2727
M84616,CV23 9NH,05A,Q53,Y55,3487,1711,1776
M84617,CV37 6PG,05R,Q53,Y55,2986,1449,1537
M84618,CV12 9JE,05H,Q53,Y55,3454,1725,1729
M84620,B94 6LH,05R,Q53,Y55,2464,1253,1211
M84621,CV11 5LE,05H,Q53,Y55,2708,1358,1350
M84624,CV10 0JH,05H,Q53,Y55,2110,1094,1016
M84627,CV12 8LB,05H,Q53,Y55,2822,1388,1434
M84629,CV47 0FG,05R,Q53,Y55,3834,1872,1962
M85001,B35 7QX,13P,Q54,Y55,4546,2249,2297
M85002,B20 2ES,05L,Q54,Y55,16417,8619,7798
M85003,B14 7NN,13P,Q54,Y55,13112,6637,6475
M85005,B10 0JL,13P,Q54,Y55,8435,4419,4016
M85006,B13 0HN,13P,Q54,Y55,7609,3772,3837
M85007,B31 3HB,04X,Q54,Y55,4526,2304,2222
M85008,B33 8NF,13P,Q54,Y55,2749,1366,1383
M85009,B20 2QR,05L,Q54,Y55,4723,2407,2316
M85010,B20 2HE,05L,Q54,Y55,2174,1157,1017
M85011,B25 8AA,13P,Q54,Y55,8242,4066,4176
M85013,B33 9EJ,13P,Q54,Y55,2868,1438,1430
M85014,B24 8RD,13P,Q54,Y55,3005,1554,1451
M85015,B11 4AN,13P,Q54,Y55,6120,3143,2977
M85016,B44 0NN,13P,Q54,Y55,5500,2766,2734
M85018,B14 4DU,13P,Q54,Y55,9488,4674,4814
M85019,B42 1BT,05L,Q54,Y55,13690,6607,7083
M85020,B19 2JA,05L,Q54,Y55,11369,5802,5567
M85021,B13 8JS,13P,Q54,Y55,2521,1438,1083
M85023,B29 5QD,13P,Q54,Y55,9095,4419,4676
M85024,B10 0BS,04X,Q54,Y55,6073,3179,2894
M85025,B15 1LZ,04X,Q54,Y55,10126,5217,4909
M85026,B76 1QN,13P,Q54,Y55,16112,7841,8271
M85027,B45 9BU,13P,Q54,Y55,8807,4360,4447
M85028,B17 9DB,13P,Q54,Y55,24678,12162,12516
M85029,B30 1DH,04X,Q54,Y55,8241,3988,4253
M85030,B31 1QT,13P,Q54,Y55,10626,5283,5343
M85031,B34 7BP,13P,Q54,Y55,11835,5746,6089
M85033,B72 1RL,13P,Q54,Y55,15214,7394,7820
M85034,B9 5PU,13P,Q54,Y55,16487,8153,8334
M85035,B32 3SD,13P,Q54,Y55,4844,2349,2495
M85036,B27 6QR,13P,Q54,Y55,7424,3833,3591
M85037,B14 6AA,04X,Q54,Y55,9088,4477,4611
M85038,B75 5BS,13P,Q54,Y55,11941,5770,6171
M85041,B29 7DU,04X,Q54,Y55,8086,3718,4368
M85042,B29 7NT,04X,Q54,Y55,4669,2433,2236
M85043,B38 9TJ,04X,Q54,Y55,4958,2444,2514
M85045,B14 5NG,04X,Q54,Y55,2211,1139,1072
M85046,B75 6DX,13P,Q54,Y55,7583,3744,3839
M85047,B31 2HZ,04X,Q54,Y55,6119,2944,3175
M85048,B26 3TP,05P,Q54,Y55,11488,5625,5863
M85051,B12 9LP,04X,Q54,Y55,5697,3123,2574
M85052,B31 1QT,13P,Q54,Y55,5614,2801,2813
M85053,B7 5PR,13P,Q54,Y55,5510,2740,2770
M85055,B29 6JG,04X,Q54,Y55,4853,2465,2388
M85056,B29 5HA,04X,Q54,Y55,4976,2594,2382
M85058,B17 0HG,04X,Q54,Y55,10162,4917,5245
M85059,B14 5DJ,13P,Q54,Y55,1964,1002,962
M85060,B44 9HU,13P,Q54,Y55,10732,5231,5501
M85061,B9 5PU,13P,Q54,Y55,11265,5625,5640
M85062,B29 4HH,13P,Q54,Y55,5956,2886,3070
M85063,B24 8NT,13P,Q54,Y55,38693,19408,19285
M85064,B16 8HA,05L,Q54,Y55,4149,2341,1808
M85065,B24 9JN,13P,Q54,Y55,10844,5327,5517
M85066,B8 2JN,13P,Q54,Y55,6573,3237,3336
M85068,B72 1RL,13P,Q54,Y55,9147,4491,4656
M85069,B6 6BB,05L,Q54,Y55,12138,6179,5959
M85070,B23 6DJ,13P,Q54,Y55,11552,5681,5871
M85071,B38 8TE,04X,Q54,Y55,9607,4700,4907
M85072,B21 0HR,05L,Q54,Y55,3552,1915,1637
M85074,B13 9HD,13P,Q54,Y55,9829,4882,4947
M85075,B9 4LS,04X,Q54,Y55,3091,1600,1491
M85076,B31 5ER,13P,Q54,Y55,8768,4272,4496
M85077,B30 1BY,04X,Q54,Y55,9159,4422,4737
M85078,B11 4BW,04X,Q54,Y55,6587,3690,2897
M85079,B35 6EE,13P,Q54,Y55,7129,3406,3723
M85081,B23 5DD,13P,Q54,Y55,9749,4878,4871
M85082,B21 9NH,05L,Q54,Y55,3975,2364,1611
M85083,B74 2UE,13P,Q54,Y55,11996,5785,6211
M85084,B12 0UF,04X,Q54,Y55,6571,3473,3098
M85085,B12 8HE,05L,Q54,Y55,2029,1269,760
M85086,B31 4TU,04X,Q54,Y55,9098,4457,4641
M85087,B44 0HL,13P,Q54,Y55,9559,4558,5001
M85088,B16 9AL,04X,Q54,Y55,12388,6534,5854
M85092,B14 4JU,13P,Q54,Y55,7138,3540,3598
M85094,B25 8BY,13P,Q54,Y55,1310,771,539
M85097,B26 3SE,13P,Q54,Y55,1838,945,893
M85098,B16 0LU,05L,Q54,Y55,4491,2416,2075
M85100,B20 3HE,05L,Q54,Y55,4127,2153,1974
M85103,B73 6SP,13P,Q54,Y55,7417,3654,3763
M85105,B27 7XZ,13P,Q54,Y55,3718,1834,1884
M85107,B36 8LR,13P,Q54,Y55,2697,1334,1363
M85108,B10 9QE,13P,Q54,Y55,5510,2778,2732
M85110,B8 1RZ,13P,Q54,Y55,3824,1995,1829
M85111,B33 9EJ,13P,Q54,Y55,5172,2625,2547
M85113,B34 6BP,13P,Q54,Y55,5324,2690,2634
M85115,B23 5TJ,13P,Q54,Y55,2395,1279,1116
M85116,B11 4AN,04X,Q54,Y55,6639,3469,3170
M85117,B32 3PR,13P,Q54,Y55,6098,2922,3176
M85118,B28 0RF,13P,Q54,Y55,3822,1965,1857
M85123,B6 6JY,05L,Q54,Y55,7593,4072,3521
M85124,B5 7LX,04X,Q54,Y55,7867,3935,3932
M85127,B13 9LH,04X,Q54,Y55,3492,1791,1701
M85128,B12 9LP,04X,Q54,Y55,5488,2881,2607
M85133,B20 3QP,05L,Q54,Y55,2416,1340,1076
M85134,B38 8AX,04X,Q54,Y55,2900,1486,1414
M85136,B14 5SB,04X,Q54,Y55,3925,1959,1966
M85139,B8 1JA,13P,Q54,Y55,5216,2747,2469
M85141,B34 6RB,13P,Q54,Y55,3012,1433,1579
M85142,B30 3QT,13P,Q54,Y55,1489,757,732
M85143,B32 3LE,13P,Q54,Y55,7226,3486,3740
M85145,B20 2NR,05L,Q54,Y55,5583,2755,2828
M85146,B11 1TX,04X,Q54,Y55,4419,2463,1956
M85149,B8 3QD,13P,Q54,Y55,5449,2928,2521
M85153,B11 4RA,04X,Q54,Y55,2538,1441,1097
M85154,B19 1HS,05L,Q54,Y55,3955,2091,1864
M85155,B44 0UY,13P,Q54,Y55,4914,2424,2490
M85156,B30 2SH,04X,Q54,Y55,5844,2852,2992
M85158,B44 9HW,13P,Q54,Y55,2328,1168,1160
M85159,B31 2DN,13P,Q54,Y55,3978,1954,2024
M85163,B30 1QN,13P,Q54,Y55,3475,1723,1752
M85164,B12 8QE,05L,Q54,Y55,10262,5636,4626
M85167,B15 2QU,13P,Q54,Y55,18708,10910,7798
M85170,B8 3SW,13P,Q54,Y55,3605,2049,1556
M85171,B26 1AT,13P,Q54,Y55,1975,1049,926
M85172,B32 2TJ,13P,Q54,Y55,8950,4324,4626
M85174,B11 1LU,04X,Q54,Y55,5081,2741,2340
M85175,B72 1DL,13P,Q54,Y55,12212,5999,6213
M85176,B21 9RY,05L,Q54,Y55,3927,2023,1904
M85177,B27 7AL,13P,Q54,Y55,6402,3150,3252
